Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,churn,spend,tenure,frequency,order_gap_days,complaint_score,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
23,Female,Single,Student,No Income,Graduate,1,12.977,77.5773,560009,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Unimportant,Slightly Important,Unimportant,Unimportant,Yes,NIL,0,0,5,1,10.0,1,-0.4156439181270884,-0.0694426425843353,0.5840283668104704,0.009937730523625846,0.14908425509657977,0.09823723159200384,0.4,LOW,Food
25,Male,Single,Self Employeed,More than 50000,Graduate,2,12.9783,77.6408,560038,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers,0,60000,7,2,10.0,2,-0.3134457100786252,-0.10823536514216442,0.541603628536738,0.0020703773855725157,0.2509126620669179,0.15764221798534706,1.7,LOW,Food
29,Female,Married,Employee,25001 to 50000,Graduate,4,12.9783,77.6408,560038,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,Slightly Important,Moderately Important,Important,Important,No,I need the order to be delivered soon. It takes a lot of time ,1,37500,11,4,10.0,2,-0.40023703221024365,0.4250405151014579,0.22028385838642447,0.00845569940196949,0.6466964124371262,0.015433717044662686,99.1,HIGH,Food
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,12.9217,77.5936,560041,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Moderately Important,Important,Important,Important,No,Food needs to have good quality. It leads me to give higher rating,1,37500,9,6,10.0,4,-0.025229237293196094,0.19666388792833522,0.3354640333520874,0.0014171584960765973,0.5184325563643688,0.2753852991219696,97.5,HIGH,Food
25,Male,Single,Self Employeed,10001 to 25000,Graduate,3,13.0206,77.6479,560043,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Moderately Important,Moderately Important,Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people,0,17500,7,3,10.0,2,-0.4479178153218692,-0.6099848238568514,0.3272012791449129,0.0067558672995028735,0.05976159639210318,0.034100790418219666,0.2,LOW,Food
21,Male,Single,Student,No Income,Graduate,2,13.0012,77.5995,560046,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Moderately Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,No,Delivery is late. Need quick updates on location of order,1,0,3,2,10.0,4,-0.2908105522216748,0.30616416116032436,0.24508679668914798,0.005841651653044581,0.6690996659048725,0.28227536050957575,99.9,HIGH,Food
23,Male,Single,Student,No Income,Graduate,3,13.0223,77.7132,560049,Food delivery apps, Web browser,Breakfast, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Neutral,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Very Important,Yes,I have no trouble with delivery,0,0,5,3,10.0,4,-0.19525083000007354,-0.13101555494226022,0.4506447277312484,0.0032032791135702694,0.42908081602143344,0.1578152429187085,12.1,LOW,Food
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,12.9337,77.59,560011,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Agree,Agree,Agree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Important,Important,Important,Yes,Nil,0,17500,6,4,15.0,3,-0.14830192830858824,0.6097788867764956,0.6189832701465334,0.003364672534830182,0.012082992328854968,0.21712712429596218,0.3,LOW,Food
32,Male,Married,Self Employeed,10001 to 25000,School,3,12.982,77.6256,560008,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Disagree,Neutral,No,Unimportant,Slightly Important,Unimportant,Unimportant,Very Important,Very Important,Very Important,Very Important,Yes,Very few times I have  had bad experienced by aggregator or restaurant ,0,17500,14,3,15.0,3,0.25082734759138126,-0.1510350145747679,0.42548858880089757,0.004483639133425499,0.5146680265302384,0.20369166260245636,0.3,LOW,Food
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,13.0262,77.62,560045,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Disagree,Disagree,Neutral,No,Moderately Important,Slightly Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Important,Yes,Best service comes with great offers and wonderful service,0,37500,10,5,15.0,4,0.11143463110117781,-0.1546461132408943,0.6451236939674939,0.005356014405145258,0.28594067773149645,0.017776732322347662,2.6,LOW,Food
26,Male,Single,Employee,10001 to 25000,Graduate,2,12.9217,77.5936,560041,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,No,Bad delivery system and less restaurant choices,1,17500,8,2,10.0,2,0.10121943223282309,0.3164526443218126,0.5188507651384519,0.002419641466727771,0.5503374960435683,0.20680609459234256,92.7,HIGH,Food
31,Female,Married,House wife,No Income,Graduate,5,13.0078,77.5577,560055,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Neutral,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Neutral,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Moderately Important,Moderately Important,Important,Yes,I order most of the times online and I feel they are safe and quick,0,0,13,5,10.0,2,-0.09635170377497014,0.40517059293477464,0.2516551765897299,0.004965258542338177,0.4073692162782204,0.07320801162949785,0.2,LOW,Food
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,13.0078,77.5577,560055,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Agree,Neutral,No,Important,Moderately Important,Moderately Important,Slightly Important,Important,Moderately Important,Important,Important,Yes,I don't bother about ratings unless they taste good. But I prefer quicker delivery. Can't hold my hunger ,0,37500,9,3,15.0,3,-0.2587827835012109,0.27923974557448145,0.6067436626952621,0.0017957820233005248,0.5327989559860576,0.03480741299565929,4.4,LOW,Food
21,Female,Single,Student,No Income,Post Graduate,1,12.9217,77.5936,560041,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Maybe,Weekend (Sat & Sun),30 minutes,Neutral,Neutral,Neutral,Agree,Neutral,Maybe,Important,Very Important,Important,Moderately Important,Very Important,Important,Very Important,Important,Yes,Good,0,0,3,1,10.0,4,-0.11715764506414986,-0.5742389269539233,0.5530482879607673,0.005493440667505147,0.298973033286103,0.2756287238080562,0.5,LOW,Food
23,Female,Single,Student,No Income,Graduate,2,12.9105,77.4842,560060,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Neutral,Agree,Yes,Important,Moderately Important,Important,Important,Slightly Important,Important,Important,Moderately Important,No,I dont have much restaurant choices and takes long time to deliver,1,0,5,2,15.0,3,-0.22725096261863353,0.3152137759713004,0.3789130279326986,0.00585807592047173,0.35099883178272745,0.0776317431318714,83.4,HIGH,Food
26,Male,Married,Employee,10001 to 25000,Graduate,4,12.9105,77.4842,560060,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Agree,Disagree,Neutral,Yes,Important,Moderately Important,Moderately Important,Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,No,"My location is outside Bangalore, good restaurants are in interior regions",1,17500,8,4,15.0,2,-0.24702799246388668,-0.31372322066975966,0.5294564717994092,0.004487848104813845,0.4429805402562019,0.26134447846071285,89.1,HIGH,Food
32,Male,Married,Employee,More than 50000,Graduate,5,12.9037,77.5376,560061,Web browser, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,No,Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,Yes,Smooth delivery service ,0,60000,14,5,10.0,3,-0.37531642167000995,0.1941104446353054,0.45549998640884115,0.005438017045620009,0.523960862347907,0.07614811304983021,2.0,LOW,Food
25,Female,Married,Student,No Income,Post Graduate,2,12.8834,77.5486,560062,Food delivery apps, Web browser,Snacks, Dinner,Sweets, Ice cream / Cool drinks,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Slightly Important,Moderately Important,Important,Very Important,Yes,Fast delivery is required. But quality is super good,0,0,7,2,15.0,2,-0.022853065511637738,-0.4694937741596241,0.5437337029970399,0.006120962482107437,0.3790343726294033,0.22077642412181211,0.3,LOW,Food
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,2,12.9149,77.5635,560070,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Very Important,Very Important,Yes,LOVE SWIGGY AND ZOMATO. Literally the best,0,17500,10,2,15.0,2,0.01846849904167154,0.27852885901722546,0.3384982710512174,0.005692451479664338,0.3276449062852019,0.23911951728808886,0.6,LOW,Food
21,Female,Single,Student,No Income,Post Graduate,3,12.9149,77.5635,560070,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,The delivery to my locations are done pretty fast,0,0,3,3,10.0,2,0.705242211260176,-0.22263956172294905,0.4644765844059797,0.0026244154407698405,0.32995597872347227,0.11106302902051325,0.2,LOW,Food
24,Male,Single,Student,No Income,Post Graduate,2,12.9706,77.6529,560075,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Slightly Important,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Yes,NIL,0,0,6,2,10.0,2,0.513053383384501,-0.41305386010420875,0.45278188987180745,0.0029785440910596503,0.2932961099058289,0.145079838138261,0.2,LOW,Food
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,12.9706,77.6529,560075,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Important,Important,Very Important,Important,Important,Important,Important,Important,No,I require the food to be undamaged. Mostly the food is tampered,1,17500,8,5,15.0,3,-0.5559730051676459,0.3855280545929598,0.6295541956008057,0.0033915736263701265,0.7597252193245219,0.26751237134954636,99.9,HIGH,Food
32,Male,Married,Employee,25001 to 50000,Graduate,3,12.9706,77.6529,560075,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Important,Important,Important,Yes,Best Best Best Best !!!!,0,37500,14,3,10.0,4,-0.13621500846475282,0.19665780867070054,0.5214050796521313,0.009995346357279146,0.5697398221185068,0.07043844431020073,1.9,LOW,Food
29,Male,Single,Self Employeed,More than 50000,Graduate,6,12.8845,77.6036,560076,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,Neutral,Agree,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,Yes,Love to order online ,0,60000,11,6,10.0,2,-0.4890326005511009,-0.14559072055715885,0.33086728317306224,0.005514737083743635,0.20475200724187695,0.020115989862043188,36.2,LOW,Food
21,Male,Single,Student,No Income,Graduate,5,12.9783,77.6408,560038,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Important,Yes,I love ordering for my family from swiggy,0,0,3,5,15.0,2,-0.22721210418904592,0.6804715396084257,0.5888189331706215,0.007365607460883179,0.0027329458119007776,0.23677828666278494,0.4,LOW,Food
